Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Ordered_Time_Hour,Ordered_Time_Minute,distance
37,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,8,25,3.064404727369966
38,4.7,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,17,50,9.36385112613482
27,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,32,14,30,6.290134677634678
30,4.4,Windy,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,43,17,30,19.760063712198686
22,4.3,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20,15,10.881249731552508
38,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,28,23,10,9.074836683459717
35,4.7,Sunny,Low,0,Meal,motorcycle,0.0,No,Urban,16,21,0,3.10533227339685
35,4.7,Fog,Low,3,Buffet,electric_scooter,1.0,No,Metropolitian,32,21,0,17.13749142638821
26,4.8,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,18,10,7.601265908224463
25,4.9,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,16,10,25,2.9794969556315394
38,4.8,Sunny,Medium,1,Drinks,scooter,1.0,No,Metropolitian,26,18,45,20.44292976252901
22,4.6,Sandstorms,Medium,1,Meal,scooter,0.0,No,Metropolitian,26,16,45,5.969045594353119
39,4.8,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,19,14,15,6.08153593718375
36,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,40,21,0,13.7884543583669
25,4.8,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,15,23,20,4.717601092054723
35,4.6,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,22,45,13.98951205355768
24,4.7,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,21,20,30,4.587794632025183
30,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,10,20,3.059402876820984
22,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,17,22,55,4.674181485440602
36,4.9,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,19,40,13.970007989574006
34,4.1,Stormy,Medium,2,Drinks,motorcycle,2.0,No,Urban,34,21,0,13.789630729980562
26,4.9,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,24,18,35,12.162424445777306
36,4.7,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,34,19,50,7.650862810437188
31,3.9,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,31,19,10,13.681056958913905
32,5.0,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,27,16,40,6.217735074214348
26,4.7,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33,14,10,6.290134677634678
34,4.8,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,29,23,40,4.5279972125744
36,4.2,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,33,22,25,16.600272418856072
32,4.6,Windy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,26,1,0,9.313691518325752
26,4.7,Fog,Low,2,Buffet,scooter,0.0,No,Urban,20,23,45,19.91554755152054
24,4.3,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,33,21,25,17.07559440107296
27,4.8,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,20,19,25,13.97014466545326
31,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,29,10,35,1.5125562753617192
32,4.8,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,20,10,7.549967178616325
34,4.4,Stormy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,51,21,55,13.830282747997192
35,4.7,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,23,21,0,7.772343594464243
22,4.9,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,18,16,15,6.218153086065015
34,4.8,Windy,Low,1,Snack,scooter,1.0,No,Metropolitian,28,21,0,19.47103626702417
32,4.9,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,17,45,7.546267706957737
24,4.6,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,20,50,7.660678233235288
21,4.6,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,14,13,40,6.208803959900089
24,4.6,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,18,45,12.58026782240096
37,4.9,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,19,19,45,7.862668167410368
32,4.8,Fog,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,22,10,20.183529728733618
25,4.2,Cloudy,Jam,2,Meal,scooter,1.0,No,Urban,31,20,25,12.419848147906496
30,4.5,Stormy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,37,20,15,10.64192551943122
30,4.8,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,21,0,4.587980157997101
30,4.4,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,19,50,12.209917964427529
31,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,33,23,15,9.121136119359766
32,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,52,21,45,12.58026782240096
22,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,24,21,0,1.5526813140972442
25,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,14,17,50,8.937788557678179
24,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,23,55,19.97462742500737
23,4.6,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,30,17,50,12.099896960230076
26,4.5,Stormy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,22,17,40,4.717601092054723
29,4.3,Sunny,High,0,Meal,motorcycle,1.0,Yes,Urban,48,11,45,1.5606496923639468
38,4.8,Windy,High,2,Meal,electric_scooter,0.0,No,Metropolitian,28,11,45,3.0646598407974865
21,3.9,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Metropolitian,52,21,20,4.540971511039054
37,4.9,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,23,8,45,3.0184094452114865
36,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,53,21,0,10.562878909252843
28,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,8,45,3.104605953841284
20,4.5,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,20,18,35,16.63495545420892
34,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,21,50,13.611544388190577
30,4.2,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,32,8,25,3.145067434621583
21,4.5,Sunny,High,1,Snack,scooter,0.0,No,Metropolitian,11,11,10,3.073462803868858
20,4.4,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,34,21,55,14.15280068944862
23,4.8,Fog,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,8,55,1.520455689583788
39,4.7,Windy,Low,0,Buffet,motorcycle,0.0,No,Urban,21,22,50,13.989249784535351
24,4.7,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,23,30,19.914688541860013
26,4.8,Windy,Low,2,Snack,motorcycle,1.0,No,Urban,16,22,20,13.581198240269067
38,4.2,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,33,21,0,1.5126021292430178
24,4.9,Sandstorms,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,12,20,45,4.596534542243907
29,4.0,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,33,21,35,10.867138302160432
36,4.9,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,36,23,15,11.916757259074618
22,4.7,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,23,16,45,6.232179267966144
35,4.7,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,31,21,0,2.979763497462109
29,4.2,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,44,19,25,16.822056546203214
32,4.7,Sunny,Low,2,Meal,scooter,1.0,No,Urban,19,22,45,7.772466272035551
35,4.7,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,44,20,55,16.8274727731461
29,4.6,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,18,23,30,17.29786575291325
38,4.1,Stormy,Jam,1,Buffet,scooter,0.0,No,Urban,32,21,30,16.63531520325545
30,4.6,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,26,21,50,20.182068898087746
36,5.0,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,36,19,45,4.537418110277337
29,4.5,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,27,20,10,4.476897300672637
35,4.2,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,21,55,4.657857733630665
39,3.6,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,43,21,50,12.074056378231194
23,4.9,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,30,13,15,6.081091813811516
35,4.7,Fog,Low,3,Buffet,electric_scooter,1.0,Yes,Metropolitian,43,21,0,13.406088270680277
21,4.9,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,23,20,13.583332471810197
22,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,26,22,30,11.719960263754544
20,5.0,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,18,8,30,3.10533227339685
38,4.4,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,31,21,10,9.31563208704705
26,4.5,Sunny,High,2,Meal,electric_scooter,0.0,No,Metropolitian,14,11,50,3.059554247595471
36,4.4,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,33,19,10,9.326113870789774
36,4.9,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,16,17,45,19.91296718928853
39,4.8,Sandstorms,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,21,50,19.67502981142077
25,4.9,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,19,20,15,17.077821017427635
30,4.7,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,18,55,19.61916749330441
21,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Urban,27,18,45,12.417550916012395
24,4.6,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,30,20,10,10.906414500350794
50,6.0,Fog,Low,3,Meal,electric_scooter,0.0,No,Urban,25,21,0,17343.331417753412
22,4.8,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,28,17,55,12.42075039087061
50,6.0,Fog,Low,3,Drinks,electric_scooter,1.0,No,Metropolitian,20,21,0,17904.984642800282
37,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,38,23,40,19.76009151967568
26,4.9,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,18,13,15,5.958831946914462
25,4.7,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,17,18,10,11.983656938071034
23,4.9,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,17,35,12.417687564200063
33,4.6,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,15,55,6.232303380306801
35,4.7,Fog,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,22,21,0,9.081488351333997
23,4.5,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,21,0,10.42999110860193
29,4.9,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,29,18,40,13.480986278784098
37,4.3,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,35,18,25,13.90269207363203
30,4.9,Windy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,28,17,35,9.326602961232512
25,4.9,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,21,50,10.8682628201097
21,4.7,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,17,55,9.192770952683546
20,5.0,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,29,21,35,7.761284984440735
33,4.5,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,27,22,50,12.434585525064866
31,4.0,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,37,17,20,13.583078662317009
25,4.9,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,20,25,13.78666969363518
33,4.4,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,17,35,4.537640130462667
20,4.8,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,22,10,12.103166363270562
32,4.7,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,21,10,25,1.5580739318105787
29,4.9,Stormy,Low,1,Buffet,scooter,0.0,No,Metropolitian,10,23,40,9.17785559642758
34,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Semi-Urban,49,20,40,20.44292976252901
27,4.7,Windy,Jam,1,Buffet,motorcycle,1.0,No,Urban,22,21,55,7.761284984440735
21,4.6,Cloudy,Medium,2,Drinks,scooter,1.0,No,Urban,19,18,10,4.560928430651938
30,4.7,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,26,20,55,9.055525276451307
32,4.0,Fog,Jam,2,Snack,motorcycle,1.0,Yes,Urban,43,19,15,12.58026782240096
27,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,26,18,30,12.435401342193114
25,4.3,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,18,50,13.97214132886697
33,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,27,22,20,4.469351491411031
24,4.5,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,22,25,16.600975700594585
27,4.1,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,17,10,15,2.979633300639129
23,4.8,Fog,Medium,2,Snack,electric_scooter,0.0,No,Metropolitian,16,16,40,6.210061176100267
36,4.1,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,34,21,10,17.138074588551884
37,4.8,Sunny,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,24,17,20,11.00773476374462
36,4.1,Windy,Jam,0,Snack,motorcycle,0.0,No,Urban,35,21,15,17.29786575291325
35,4.4,Sandstorms,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,41,20,35,13.972053024557594
24,4.8,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,31,20,50,12.435540495461442
39,4.7,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,31,16,50,5.960265171500215
20,4.7,Stormy,Jam,2,Drinks,electric_scooter,0.0,No,Urban,28,19,50,19.395547662925235
27,4.4,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20,20,20.18090860125022
31,4.8,Windy,Low,2,Drinks,motorcycle,1.0,No,Urban,28,23,45,7.862668167410368
39,4.1,Cloudy,Medium,2,Drinks,motorcycle,1.0,No,Urban,35,18,10,12.434585525064866
28,4.8,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,26,21,0,19.660674820590277
39,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,16,55,6.081387490813416
31,4.2,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,42,17,45,17.0970739431768
37,4.5,Sunny,High,2,Snack,scooter,0.0,No,Urban,19,12,15,6.039377797768856
30,4.3,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Urban,31,20,50,7.490205511614555
36,4.5,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,37,22,45,10.58781590344868
35,3.5,Stormy,Medium,2,Meal,scooter,1.0,No,Urban,37,17,50,16.90205180024393
28,4.9,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,16,19,20,8.937880155829205
34,4.8,Sandstorms,High,2,Buffet,scooter,1.0,No,Metropolitian,31,11,45,3.064267071068136
22,4.5,Stormy,Low,1,Snack,motorcycle,0.0,No,Urban,15,22,40,14.022136830289478
38,5.0,Windy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,20,30,9.326616887755376
29,4.8,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,31,18,20,12.241181140730712
39,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,30,19,15,11.936663195863192
26,4.8,Sandstorms,Low,1,Snack,motorcycle,0.0,No,Metropolitian,13,8,20,1.509460397835505
39,5.0,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,22,10,15,3.040666798077057
35,4.6,Cloudy,Medium,2,Snack,scooter,1.0,No,Metropolitian,16,17,40,4.540569477332525
39,4.6,Stormy,Low,2,Meal,scooter,1.0,No,Urban,29,10,40,1.514805885929248
24,4.4,Fog,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,42,21,55,13.82927367256702
27,4.8,Cloudy,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,45,21,0,10.724960763776828
35,4.7,Fog,Low,3,Meal,scooter,1.0,No,Metropolitian,16,21,0,4.663600819587387
36,4.3,Stormy,Medium,0,Buffet,motorcycle,1.0,No,Urban,39,17,15,13.789707457540985
29,4.4,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,21,45,12.20986822612317
39,4.8,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,22,23,35,13.970007989574006
28,5.0,Fog,Low,2,Meal,motorcycle,1.0,No,Metropolitian,29,23,25,19.975632175541914
34,3.7,Stormy,Jam,1,Meal,scooter,0.0,No,Urban,34,21,15,11.00773476374462
39,4.9,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,20,22,50,10.445547500579472
28,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,19,20,17.074256778794595
21,4.6,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,11,22,40,19.62041929653999
35,4.3,Sandstorms,Jam,0,Drinks,motorcycle,0.0,Yes,Urban,49,21,45,13.972191759503003
33,4.3,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,51,21,50,10.865675782880029
31,4.6,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,23,15,10.88093543843387
37,3.7,Windy,Jam,2,Drinks,scooter,2.0,No,Metropolitian,37,21,25,16.901659094572583
33,4.6,Sunny,Medium,1,Snack,scooter,1.0,No,Urban,23,18,30,7.763196932715946
22,4.6,Cloudy,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,14,18,35,7.761779919073711
23,4.7,Stormy,High,2,Meal,scooter,0.0,No,Urban,10,11,50,1.5202946823347985
33,4.9,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Urban,31,17,20,4.663439017652667
38,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,21,10,35,1.5298253586323256
23,4.7,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,22,18,50,16.60246716832672
22,5.0,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,39,21,20,4.560961191343599
34,4.5,Sunny,Jam,1,Buffet,scooter,1.0,No,Urban,24,20,30,9.07462863182012
39,3.5,Windy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,34,18,30,12.074377562049362
24,4.6,Sandstorms,Medium,1,Drinks,scooter,1.0,No,Metropolitian,27,18,15,20.831034086787454
33,4.5,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,30,21,0,7.325279665908346
29,4.9,Stormy,Medium,1,Buffet,scooter,0.0,No,Urban,18,18,25,14.045456883618344
39,4.9,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,38,17,15,17.29786575291325
34,4.7,Sandstorms,Low,2,Buffet,electric_scooter,0.0,No,Urban,22,23,20,16.601046189403373
35,4.9,Sandstorms,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,29,21,0,7.66074883742589
32,4.0,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,40,11,25,1.5580766213086716
21,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,36,17,55,10.427575355310204
28,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,35,21,0,20.253088868519526
30,4.7,Cloudy,High,2,Snack,scooter,1.0,No,Urban,28,21,0,1.5522330405305724
21,4.5,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,29,17,35,4.590771505102241
25,4.5,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,44,11,15,1.5094383155993516
28,4.8,Fog,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,37,19,50,12.419848147906496
23,5.0,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,15,1,0,12.42069253996503
25,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,18,9,55,1.5302997807730143
39,5.0,Fog,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,15,21,0,8.810838587370053
32,4.9,Sandstorms,Low,1,Meal,motorcycle,1.0,No,Metropolitian,20,10,35,3.0736606152903136
24,4.6,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,18,17,15,13.83000931143171
28,5.0,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,16,17,15,4.537860442229041
30,4.8,Stormy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,30,20,25,9.348112475389565
26,4.9,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,26,17,25,4.5279972125744
39,4.5,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,24,10,30,1.5581570033504792
30,4.6,Cloudy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,27,21,25,2233.24448604107
23,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,22,10,55,3.108983787513406
39,4.6,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,9,10,1.5204190072774333
35,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,20,35,17.13749142638821
29,5.0,Sandstorms,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,17,10,4.589124571257244
35,4.9,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,17,40,9.055855161965924
31,4.6,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,29,20,55,17.09838855662463
27,4.6,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,28,21,10,10.75669787910262
34,4.5,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,24,19,45,7.573442055128481
31,4.0,Fog,Jam,1,Drinks,scooter,2.0,No,Metropolitian,41,21,15,16.65990378949706
34,4.9,Stormy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,25,22,40,7.325299567377126
21,4.8,Fog,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,27,19,35,9.17431677402621
31,4.7,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,42,21,0,17.29786575291325
25,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,10,45,3.1089700084222183
34,5.0,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,21,10,20,3.145067434621583
20,4.9,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,10,35,3.109210739496908
38,4.7,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,39,19,25,19.659494006263994
25,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,36,17,55,19.62709834561271
35,4.7,Cloudy,Jam,2,Drinks,scooter,0.0,Yes,Metropolitian,47,21,0,20.071865213013947
29,4.8,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,19,20,12.484302169799031
38,4.4,Fog,Jam,2,Meal,scooter,2.0,Yes,Urban,49,19,30,20.20525323529291
24,4.8,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Metropolitian,12,17,10,7.660898979387872
34,4.2,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,33,19,10,4.610430682715917
26,4.6,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20,40,10.86627754255923
26,4.9,Sandstorms,Low,1,Meal,scooter,1.0,No,Metropolitian,13,23,25,16.412511700609688
36,4.6,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,53,21,30,10.725453068738938
30,4.9,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,53,19,35,14.15280068944862
33,4.8,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,21,22,20,9.081488351333997
25,4.9,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,15,55,6.232139486668102
38,4.9,Sunny,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,18,18,50,19.882650147416
25,4.9,Windy,Low,1,Drinks,scooter,1.0,No,Urban,12,9,35,3.108988329765785
29,4.6,Sunny,High,2,Snack,motorcycle,1.0,No,Urban,18,12,15,6.147215320061788
21,4.6,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33,20,15,10.587732954177069
36,4.7,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,18,17,20,4.540321372891478
24,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,22,17,10,20.178893713604637
27,4.8,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,26,21,35,14.15280068944862
35,3.8,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Urban,34,19,25,10.757554773158072
37,4.7,Sandstorms,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,31,19,20,9.088078142011636
23,4.7,Stormy,High,1,Buffet,motorcycle,0.0,No,Urban,20,11,40,1.4898458841183333
28,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,17,10,15,2.9302578007621216
39,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,26,22,30,12.256321133212229
28,5.0,Sunny,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,23,30,7.862668167410368
35,4.7,Sunny,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,15,17,40,11.00773476374462
37,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,41,22,25,16.635223376953338
21,4.5,Fog,Medium,2,Drinks,scooter,0.0,No,Urban,14,18,30,7.862668167410368
31,4.2,Sandstorms,High,0,Buffet,motorcycle,0.0,No,Metropolitian,41,14,30,6.1186308844114
35,5.0,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,23,10,50,1.5298253586323256
35,4.7,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,31,21,0,9.19295116708344
28,4.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,15,20,45,19.974163074784503
36,4.8,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,49,21,0,10.757014337994882
30,4.4,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,33,23,45,12.463888116757747
39,5.0,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,33,13,15,6.08119089136717
35,4.9,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,33,17,15,4.544232356931077
22,4.6,Windy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,21,0,4.66365822992179
